date_ref,date_forecast,ana_code,mean_precipitation
2022-07-06,2022-07-16,PSATJIRA,0.5843373509236128
2022-07-06,2022-07-16,PSATLAJ,0.0
2022-07-06,2022-07-16,PSATPIME,0.517333335975806
2022-07-06,2022-07-17,PSATCNV,2.5599999904632567
2022-07-06,2022-07-17,PSATFUR,0.0
2022-07-06,2022-07-17,PSATFZA,2.799999952316284
2022-07-06,2022-07-17,PSATIMBR,0.0
2022-07-06,2022-07-17,PSATITP,1.3444444288810091
2022-07-06,2022-07-17,PSATJIRA,0.6879518115556387
2022-07-06,2022-07-17,PSATLAJ,0.0
2022-07-06,2022-07-17,PSATPIME,0.38933333794275915
2022-07-06,2022-07-18,PSATCNV,2.8400000095367433
2022-07-06,2022-07-18,PSATFUR,0.0
2022-07-06,2022-07-18,PSATFZA,4.349999904632568
2022-07-06,2022-07-18,PSATIMBR,0.0
2022-07-06,2022-07-18,PSATITP,1.494444434841474
2022-07-06,2022-07-18,PSATJIRA,1.726506025586502
2022-07-06,2022-07-18,PSATLAJ,0.0
2022-07-06,2022-07-18,PSATPIME,0.36000000278155014
2022-07-06,2022-07-19,PSATCNV,6.340000057220459
2022-07-06,2022-07-19,PSATFUR,0.02857142899717604
2022-07-06,2022-07-19,PSATFZA,3.0
2022-07-06,2022-07-19,PSATIMBR,0.0
2022-07-06,2022-07-19,PSATITP,1.616666661368476
2022-07-06,2022-07-19,PSATJIRA,1.3951807368591609
2022-07-06,2022-07-19,PSATLAJ,0.0
2022-07-06,2022-07-19,PSATPIME,0.3786666712164879
2022-07-06,2022-07-20,PSATCNV,5.400000095367432
2022-07-06,2022-07-20,PSATFUR,0.38571429891245707
2022-07-06,2022-07-20,PSATFZA,3.6999999284744263
2022-07-06,2022-07-20,PSATIMBR,0.0
2022-07-06,2022-07-20,PSATITP,2.0666666726271314
2022-07-06,2022-07-20,PSATJIRA,1.9530120520706635
2022-07-06,2022-07-20,PSATLAJ,0.0
2022-07-06,2022-07-20,PSATPIME,0.30533333480358116
2022-07-06,2022-07-21,PSATCNV,3.0399999618530273
2022-07-06,2022-07-21,PSATFUR,0.6285714336803981
2022-07-06,2022-07-21,PSATFZA,3.200000047683716
2022-07-06,2022-07-21,PSATIMBR,0.02500000037252903
2022-07-06,2022-07-21,PSATITP,1.9055555396609838
2022-07-06,2022-07-21,PSATJIRA,1.28674698091415
2022-07-06,2022-07-21,PSATLAJ,0.0
2022-07-06,2022-07-21,PSATPIME,0.7120000019669531
2022-07-07,2022-07-08,PSATCNV,0.0
2022-07-07,2022-07-08,PSATFUR,0.0
2022-07-07,2022-07-08,PSATFZA,0.0
2022-07-07,2022-07-08,PSATIMBR,0.0
2022-07-07,2022-07-08,PSATITP,0.0
2022-07-07,2022-07-08,PSATJIRA,0.7927710907645971
2022-07-07,2022-07-08,PSATLAJ,0.0
2022-07-07,2022-07-08,PSATPIME,0.024000000556310016
2022-07-07,2022-07-09,PSATCNV,0.0
2022-07-07,2022-07-09,PSATFUR,0.0
2022-07-07,2022-07-09,PSATFZA,0.0
2022-07-07,2022-07-09,PSATIMBR,0.0
2022-07-07,2022-07-09,PSATITP,0.0
2022-07-07,2022-07-09,PSATJIRA,1.3843373558427912
2022-07-07,2022-07-09,PSATLAJ,0.0
2022-07-07,2022-07-09,PSATPIME,0.2013333348433176
